CO2 Emissions: 0.005140697641224397 kg
Peak Memory Usage: 3056.34765625 MB

Profile Stats:
         36904374 function calls (34790896 primitive calls) in 865.198 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    37585    0.255    0.000    0.804    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/utils/python_utils.py:153(pythonify_logs)
   190602    0.260    0.000    0.788    0.000 {built-in method builtins.all}
   525644    0.608    0.000    0.766    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_type.py:195(parameters)
   190698    0.153    0.000    0.761    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/traceback_utils.py:32(is_traceback_filtering_enabled)
    18758    0.160    0.000    0.742    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:194(called_without_tracing)
     1844    0.046    0.000    0.740    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:1087(from_node_def)
    75248    0.732    0.000    0.734    0.000 {built-in method tensorflow.python.util._pywrap_utils.FlattenForData}
    76652    0.722    0.000    0.729    0.000 {built-in method tensorflow.python.util._pywrap_utils.Flatten}
        5    0.718    0.144    0.718    0.144 {method 'copy' of 'numpy.ndarray' objects}
    18670    0.109    0.000    0.714    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/core.py:148(convert_to_numpy)
32247/27585    0.240    0.000    0.695    0.000 /usr/lib/python3.11/contextlib.py:141(__exit__)
    56321    0.067    0.000    0.667    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:379(_numpy)
    94442    0.113    0.000    0.659    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/nest_util.py:1100(<genexpr>)
   150490    0.305    0.000    0.634    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:516(shape)
    75365    0.215    0.000    0.631    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:615(__tf_tensor__)
18896/18890    0.076    0.000    0.628    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/nest_util.py:521(_tf_core_assert_same_structure)
641690/641680    0.602    0.000    0.604    0.000 {built-in method builtins.hasattr}
    37642    0.120    0.000    0.603    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:2732(device)
    56321    0.600    0.000    0.600    0.000 {method '_numpy_internal' of 'tensorflow.python.framework.ops.EagerTensor' objects}
    18891    0.138    0.000    0.572    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_type.py:60(__init__)
   794412    0.408    0.000    0.565    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:1509(__hash__)
18896/18890    0.549    0.000    0.552    0.000 {built-in method tensorflow.python.util._pywrap_utils.AssertSameStructure}
   169863    0.532    0.000    0.533    0.000 {built-in method tensorflow.python.framework._pywrap_python_api_dispatcher.Dispatch}
     1844    0.077    0.000    0.530    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:995(_create_c_op)
37999/37972    0.198    0.000    0.526    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/nest_util.py:545(_tf_core_packed_nest_with_indices)
   319128    0.373    0.000    0.524    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_type.py:108(type_constraint)
      109    0.001    0.000    0.522    0.005 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/sparse.py:429(sparse_wrapper)
32247/26354    0.044    0.000    0.522    0.000 /usr/lib/python3.11/contextlib.py:132(__enter__)
   375857    0.386    0.000    0.520    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:385(dtype)
    19006    0.209    0.000    0.519    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/dtypes.py:250(_lattice_result_type)
  1592890    0.509    0.000    0.509    0.000 {method 'startswith' of 'str' objects}
37520/18760    0.094    0.000    0.508    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/type_spec.py:625(<listcomp>)
    18760    0.114    0.000    0.501    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:189(_get_detector)
    37642    0.276    0.000    0.500    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:2433(__enter__)
    77294    0.266    0.000    0.497    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/variables.py:536(standardize_dtype)
    18766    0.111    0.000    0.491    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/iterator_ops.py:963(_component_specs)
    18826    0.141    0.000    0.490    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor.py:998(is_subtype_of)
    19038    0.484    0.000    0.484    0.000 {built-in method numpy.array}
    57346    0.250    0.000    0.477    0.000 /usr/local/lib/python3.11/dist-packages/typing_extensions.py:626(__instancecheck__)
1211/1130    0.051    0.000    0.475    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/op_def_library.py:411(_ExtractInputsAndAttrs)
    15630    0.213    0.000    0.473    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/callback_list.py:147(on_train_batch_begin)
    20045    0.054    0.000    0.444    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/nest.py:198(flatten)
962931/925097    0.372    0.000    0.441    0.000 {built-in method builtins.len}
    18760    0.080    0.000    0.431    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:320(__bool__)
    37560    0.104    0.000    0.420    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:314(__float__)
    58303    0.188    0.000    0.418    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:5512(name_scope)
    19980    0.260    0.000    0.410    0.000 /usr/lib/python3.11/inspect.py:2669(__init__)
       56    0.031    0.001    0.403    0.007 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/auto_control_deps.py:343(__exit__)
       70    0.000    0.000    0.396    0.006 /usr/local/lib/python3.11/dist-packages/keras/src/tree/tree_api.py:162(map_structure)
       70    0.001    0.000    0.395    0.006 /usr/local/lib/python3.11/dist-packages/keras/src/tree/optree_impl.py:93(map_structure)
       79    0.001    0.000    0.395    0.005 /usr/local/lib/python3.11/dist-packages/optree/ops.py:712(tree_map)
       22    0.001    0.000    0.394    0.018 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/cond_v2.py:227(_build_cond)
       88    0.000    0.000    0.393    0.004 {built-in method optree.unflatten}
      256    0.001    0.000    0.392    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:2374(_dense_var_to_tensor)
      256    0.001    0.000    0.391    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:1612(_dense_var_to_tensor)
      256    0.002    0.000    0.389    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:651(value)
      370    0.389    0.001    0.389    0.001 {method 'astype' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.386    0.193 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/data_adapters/array_slicing.py:350(convert_to_sliceable)
        4    0.000    0.000    0.386    0.097 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/data_adapters/array_slicing.py:369(convert_single_array)
        2    0.000    0.000    0.386    0.193 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/data_adapters/array_slicing.py:53(cast)
      377    0.012    0.000    0.382    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:277(_create_graph_constant)
18770/18768    0.112    0.000    0.379    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/nest_util.py:584(_tf_data_packed_nest_with_indices)
      256    0.004    0.000    0.372    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:813(_read_variable_op)
       69    0.002    0.000    0.367    0.005 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/numpy.py:26(add)
    18898    0.103    0.000    0.367    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_type.py:188(__init__)
    18769    0.287    0.000    0.363    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/concrete_function.py:1508(<listcomp>)
    37608    0.184    0.000    0.354    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:1167(is_subtype_of)
    75024    0.146    0.000    0.353    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/type_spec.py:545(__eq__)
    37642    0.195    0.000    0.351    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:1206(device)
      256    0.003    0.000    0.348    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:828(read_and_set_handle)
    37642    0.179    0.000    0.347    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:2472(__exit__)
      256    0.005    0.000    0.341    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_resource_variable_ops.py:511(read_variable_op)
    18834    0.034    0.000    0.337    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/util/structure.py:296(get_flat_tensor_shapes)
   139280    0.139    0.000    0.334    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/dtypes.py:96(base_dtype)
    18760    0.317    0.000    0.317    0.000 /usr/lib/python3.11/weakref.py:454(__contains__)
      222    0.001    0.000    0.316    0.001 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/core.py:78(__tf_tensor__)
    37340    0.148    0.000    0.316    0.000 /usr/lib/python3.11/threading.py:1192(is_alive)
    48824    0.211    0.000    0.314    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:5117(get_default_graph)
    18986    0.165    0.000    0.311    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:4529(control_dependencies)
    40374    0.153    0.000    0.311    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/dtypes.py:194(is_compatible_with)
   963994    0.310    0.000    0.310    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor.py:874(dtype)
    38016    0.206    0.000    0.309    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/record.py:54(stop_recording)
    57379    0.124    0.000    0.307    0.000 {built-in method builtins.issubclass}
    37565    0.203    0.000    0.302    0.000 /usr/lib/python3.11/inspect.py:2875(apply_defaults)
     1324    0.009    0.000    0.293    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:442(as_default)
    32247    0.094    0.000    0.293    0.000 /usr/lib/python3.11/contextlib.py:299(helper)
     9335    0.081    0.000    0.293    0.000 /usr/lib/python3.11/threading.py:562(__init__)
    37524    0.063    0.000    0.292    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:770(experimental_get_tracing_count)
     27/3    0.002    0.000    0.290    0.097 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:780(__call__)
    21823    0.269    0.000    0.289    0.000 /usr/lib/python3.11/inspect.py:2955(__init__)
     2143    0.019    0.000    0.289    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/auto_control_deps.py:606(_get_resource_inputs)
     27/3    0.000    0.000    0.286    0.095 /usr/local/lib/python3.11/dist-packages/keras/src/ops/operation.py:31(__call__)
     27/3    0.000    0.000    0.286    0.095 /usr/local/lib/python3.11/dist-packages/keras/src/utils/traceback_utils.py:148(error_handler)
        3    0.000    0.000    0.286    0.095 /usr/local/lib/python3.11/dist-packages/keras/src/models/sequential.py:211(call)
        3    0.000    0.000    0.286    0.095 /usr/local/lib/python3.11/dist-packages/keras/src/models/functional.py:172(call)
        3    0.001    0.000    0.285    0.095 /usr/local/lib/python3.11/dist-packages/keras/src/ops/function.py:140(_run_through_graph)
    57090    0.047    0.000    0.284    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/dtypes.py:251(<genexpr>)
       24    0.000    0.000    0.284    0.012 /usr/local/lib/python3.11/dist-packages/keras/src/models/functional.py:630(call)
   151305    0.176    0.000    0.283    0.000 /usr/lib/python3.11/typing.py:1949(<genexpr>)
        3    0.000    0.000    0.281    0.094 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/trainer.py:447(compute_metrics)
     2648    0.034    0.000    0.278    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:445(inner_cm)
    37534    0.090    0.000    0.272    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor.py:1175(_from_compatible_tensor_list)
    76004    0.127    0.000    0.270    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/nest_util.py:310(_tf_core_yield_value)
     1358    0.009    0.000    0.270    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/tf_contextlib.py:26(contextmanager)
    37550    0.185    0.000    0.268    0.000 /usr/lib/python3.11/inspect.py:2822(args)
   243932    0.196    0.000    0.257    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_type.py:103(optional)
     2448    0.005    0.000    0.247    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:674(capture)
        3    0.000    0.000    0.247    0.082 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/compile_utils.py:327(update_state)
        7    0.000    0.000    0.244    0.035 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:1070(_initialize_uninitialized_variables)
     2448    0.014    0.000    0.242    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/capture/capture_container.py:88(capture_by_value)
    38084    0.049    0.000    0.237    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/dtypes.py:175(_dtype_and_weaktype)
    37656    0.144    0.000    0.235    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:1324(is_compatible_with)
     1407    0.019    0.000    0.234    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/tf_decorator.py:115(make_decorator)
    56310    0.104    0.000    0.230    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/nest_util.py:377(_tf_data_yield_value)
       34    0.000    0.000    0.229    0.007 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/variables.py:450(__add__)
      452    0.007    0.000    0.225    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/capture/capture_container.py:267(_create_placeholder_helper)
      136    0.002    0.000    0.213    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_resource_variable_ops.py:129(assign_variable_op)
   244613    0.156    0.000    0.209    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:892(rank)
       80    0.000    0.000    0.206    0.003 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/math_ops.py:541(subtract)
    18762    0.049    0.000    0.205    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/iterator_ops.py:925(__tf_tracing_type__)
       80    0.001    0.000    0.205    0.003 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_math_ops.py:12212(sub)
